DAY_NUMBER,MONTH,MONTH_NUM,DATE,CO,OZONE,NO2,SO2,PM2.5,TEMP
323,NOV,11,19-11-2015 00:00,48.76,52.88,8.68,4.06,29.6,26.59
324,NOV,11,20-11-2015 00:00,55.02,44.37,8.14,3.9,22.83,26.83
325,NOV,11,21-11-2015 00:00,69.41,61.52,9.25,4.45,25.3,27.35
326,NOV,11,22-11-2015 00:00,1.79,63.55,9.06,3.86,22.81,27.05
327,NOV,11,23-11-2015 00:00,0.6,66.33,9.05,4.32,20.34,26.21
328,NOV,11,24-11-2015 00:00,110.27,71.78,8.66,4.35,24.01,26.87
329,NOV,11,25-11-2015 00:00,198.43,97.31,8.07,2.92,41.9,28.11
330,NOV,11,26-11-2015 00:00,9.41,86.39,8.96,3.89,30.59,27.27
331,NOV,11,27-11-2015 00:00,16.94,74.26,8.52,4.36,38.12,26.44
332,NOV,11,28-11-2015 00:00,14.28,84.45,8.07,3.68,45.67,26.65
333,NOV,11,29-11-2015 00:00,69.54,85.32,9.12,3.87,20.69,27.34
334,NOV,11,30-11-2015 00:00,0.89,87.67,8.3,4.01,24.78,25.95
335,DEC,12,01-12-2015 00:00,126.36,73.1,8.66,6.19,22.56,25.17
336,DEC,12,02-12-2015 00:00,185.24,73.45,7.74,5.67,19.07,24.6
337,DEC,12,03-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
338,DEC,12,04-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
339,DEC,12,05-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
340,DEC,12,06-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
341,DEC,12,07-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
342,DEC,12,08-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
343,DEC,12,09-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
344,DEC,12,10-12-2015 00:00,36.14,59.53,4.8,3.11,49.15,27.92
345,DEC,12,11-12-2015 00:00,1612.31,55.16,2.98,4.51,105.45,25.86
346,DEC,12,12-12-2015 00:00,1.57,50.07,9.83,6.46,1256.94,28.91
347,DEC,12,13-12-2015 00:00,1.3,42.38,9.91,7.82,1770.65,27.4
348,DEC,12,14-12-2015 00:00,1.59,42.48,9.81,5.15,3897.07,27.26
349,DEC,12,15-12-2015 00:00,1.54,55.32,8.17,5.8,50.62,26.71
350,DEC,12,16-12-2015 00:00,29.62,21.9,8.06,7.24,50.53,26.61
351,DEC,12,17-12-2015 00:00,1.42,45.22,9.31,7.76,102.95,27.23
352,DEC,12,18-12-2015 00:00,179.09,38.44,10.81,5.52,102.95,28.4
353,DEC,12,19-12-2015 00:00,1.22,35.33,7.7,5.44,102.95,27.72
354,DEC,12,20-12-2015 00:00,0.92,38.17,8.12,5.75,102.95,27.64
355,DEC,12,21-12-2015 00:00,246.52,41.03,8.14,3.08,44.49,27.16
356,DEC,12,22-12-2015 00:00,0.75,55.68,7.52,2.02,64.8,27.72
357,DEC,12,23-12-2015 00:00,144.64,94.05,8.48,2.93,41.94,28.85
358,DEC,12,24-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
359,DEC,12,25-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
360,DEC,12,26-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
361,DEC,12,27-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
362,DEC,12,28-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
363,DEC,12,29-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
364,DEC,12,30-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
365,DEC,12,31-12-2015 00:00,161.33,52.224,123.09,565.91,102.95,44.13
